"loan_amnt","funded_amnt","term","int_rate","installment","emp_length","home_ownership","annual_inc","purpose","dti","delinq_2yrs","earliest_cr_line","open_acc","revol_bal","total_acc","pct_of_inc","result"
4500,4500," 36 months",17.1,160.67,"10+ years","OWN",34000,"moving",12.81,0,2003-08-28,8,2260,16,0.132352941176471,1
12800,12800," 36 months",17.77,461.28,"2 years","OWN",45000,"debt_consolidation",28.05,0,2007-06-30,13,12788,20,0.284444444444444,0
8500,8500," 36 months",6.03,258.71,"10+ years","MORTGAGE",45000,"credit_card",20.22,0,1987-06-16,8,2984,31,0.188888888888889,1
18100,18100," 60 months",23.28,513.17,"8 years","MORTGAGE",51000,"debt_consolidation",11.48,0,1991-08-08,14,16653,24,0.354901960784314,0
25200,25200," 60 months",23.28,714.46,"5 years","OWN",120000,"home_improvement",21.92,0,1996-10-17,12,10222,58,0.21,1
15000,15000," 36 months",9.25,478.75,"10+ years","MORTGAGE",128875,"debt_consolidation",13.41,0,1989-11-29,11,36827,29,0.11639185257032,1
14400,14400," 36 months",14.09,492.79,"3 years","RENT",40000,"debt_consolidation",18.96,0,2004-04-21,14,10019,16,0.36,1
15000,15000," 36 months",17.27,536.81,"5 years","RENT",58000,"debt_consolidation",8.46,0,1993-09-27,9,14364,16,0.258620689655172,1
7000,7000," 36 months",9.76,225.09,"7 years","MORTGAGE",76000,"debt_consolidation",20.62,0,1998-09-25,12,27110,29,0.0921052631578947,0
14000,14000," 36 months",13.11,472.46,"10+ years","RENT",81800,"debt_consolidation",16.19,0,2000-05-29,9,17710,16,0.171149144254279,1
5000,5000," 36 months",15.31,174.09,"10+ years","MORTGAGE",54000,"small_business",15.37,0,1992-04-01,15,18242,39,0.0925925925925926,1
11500,11500," 36 months",14.33,394.89,"10+ years","MORTGAGE",35000,"debt_consolidation",12,0,2003-05-23,10,16451,15,0.328571428571429,0
9600,9600," 36 months",11.14,314.93,"10+ years","MORTGAGE",81000,"debt_consolidation",5.78,0,1998-01-01,14,8203,31,0.118518518518519,1
8000,8000," 36 months",6.03,243.49,"1 year","MORTGAGE",50000,"debt_consolidation",22.58,0,2004-08-18,11,2579,25,0.16,1
35000,35000," 36 months",19.03,1283.5,"2 years","MORTGAGE",98400,"small_business",15.93,5,1999-12-27,12,21816,23,0.355691056910569,1
27300,27300," 60 months",21.48,745.95,"n/a","RENT",56000,"debt_consolidation",18.75,0,1988-03-12,11,23713,24,0.4875,0
12000,12000," 36 months",10.65,390.88,"10+ years","OWN",89000,"debt_consolidation",5.38,0,1999-01-24,7,11939,8,0.134831460674157,1
35000,35000," 60 months",12.69,790.82,"6 years","MORTGAGE",68000,"other",8.58,0,1985-10-16,16,7504,36,0.514705882352941,0
5100,5100," 36 months",6.03,155.23,"7 years","MORTGAGE",50599,"car",0.25,0,1991-02-21,11,7056,26,0.100792505780747,1
6000,6000," 36 months",19.52,221.52,"5 years","MORTGAGE",47000,"debt_consolidation",18.87,0,2002-05-15,10,4543,26,0.127659574468085,1
3000,3000," 36 months",6.03,91.31,"7 years","RENT",40000,"debt_consolidation",22.08,0,1999-10-13,14,5541,30,0.075,1
15000,15000," 36 months",13.11,506.21,"< 1 year","RENT",60000,"debt_consolidation",13.4,0,2006-01-14,6,9108,10,0.25,1
9000,9000," 36 months",14.33,309.05,"10+ years","RENT",60000,"credit_card",13.68,0,1998-12-15,4,4185,25,0.15,1
4225,4225," 36 months",13.11,142.59,"n/a","OWN",24000,"debt_consolidation",8.55,0,2001-09-20,11,5355,19,0.176041666666667,0
16000,16000," 36 months",13.11,539.96,"10+ years","RENT",61000,"debt_consolidation",27.01,0,1991-09-11,9,14628,23,0.262295081967213,1
4225,4225," 36 months",6.03,128.6,"4 years","MORTGAGE",31000,"small_business",14.52,0,2000-06-20,17,3907,26,0.136290322580645,0
12000,12000," 36 months",15.31,417.81,"n/a","RENT",45756,"debt_consolidation",4.77,0,1996-07-28,15,5370,40,0.262260687123,1
30000,30000," 60 months",17.27,749.94,"10+ years","MORTGAGE",105000,"debt_consolidation",8.15,1,1998-12-14,8,14879,17,0.285714285714286,1
13000,13000," 36 months",11.71,429.99,"4 years","MORTGAGE",52200,"debt_consolidation",23.67,0,2006-08-08,16,17614,22,0.24904214559387,1
15000,15000," 36 months",13.67,510.27,"4 years","OWN",34480,"credit_card",17.85,0,2002-02-08,5,0,12,0.435034802784223,1
4500,4500," 36 months",7.9,140.81,"4 years","RENT",30000,"credit_card",25.2,0,2002-02-03,10,4437,16,0.15,1
21000,21000," 36 months",9.76,675.25,"10+ years","MORTGAGE",50779,"debt_consolidation",17.93,0,1988-09-06,11,16642,21,0.413556785285256,1
15000,15000," 36 months",7.9,469.36,"10+ years","OWN",125000,"home_improvement",12.39,0,1985-10-07,7,33442,26,0.12,1
10500,10500," 36 months",17.27,375.77,"10+ years","RENT",54257,"debt_consolidation",15.48,0,2002-02-10,13,16783,20,0.193523416333376,1
6800,6800," 36 months",16.29,240.05,"4 years","RENT",56721,"debt_consolidation",9.5,0,2000-11-25,15,16622,33,0.119885051391901,1
16000,16000," 60 months",24.08,461.04,"n/a","OWN",55000,"other",25.62,0,1993-07-08,15,15155,43,0.290909090909091,1
10000,10000," 36 months",18.75,365.3,"n/a","OWN",49000,"credit_card",23.39,0,2000-06-30,12,4334,29,0.204081632653061,1
24000,24000," 60 months",19.05,623.24,"2 years","MORTGAGE",95000,"credit_card",16.76,0,1993-12-17,12,19262,47,0.252631578947368,1
9600,9600," 36 months",17.27,343.56,"< 1 year","RENT",42000,"debt_consolidation",20.43,1,2005-08-11,9,10957,15,0.228571428571429,1
10000,10000," 36 months",6.97,308.64,"10+ years","MORTGAGE",110000,"debt_consolidation",17.94,0,1992-05-26,10,22260,29,0.0909090909090909,1
21000,21000," 36 months",6.03,639.15,"1 year","MORTGAGE",103000,"credit_card",30.56,0,1987-11-28,16,15370,38,0.203883495145631,1
8575,8575," 36 months",6.62,263.29,"5 years","RENT",18000,"debt_consolidation",24.6,0,1992-11-29,7,11677,13,0.476388888888889,1
7500,7500," 36 months",21,282.57,"10+ years","RENT",47000,"debt_consolidation",19.81,0,1996-12-10,16,9114,31,0.159574468085106,1
5375,5375," 36 months",13.11,181.39,"1 year","RENT",32000,"debt_consolidation",24.83,0,2005-03-14,21,9206,31,0.16796875,1
15000,15000," 36 months",14.65,517.42,"10+ years","MORTGAGE",65000,"credit_card",5.52,0,2002-04-20,9,13775,19,0.230769230769231,1
12775,12775," 36 months",10.16,413.18,"10+ years","MORTGAGE",36000,"debt_consolidation",33.12,0,2002-01-14,9,26171,10,0.354861111111111,1
16000,16000," 60 months",16.78,395.76,"10+ years","MORTGAGE",1e+05,"debt_consolidation",14.36,0,1997-02-07,11,7101,24,0.16,1
20400,20400," 60 months",24.08,587.82,"10+ years","MORTGAGE",77000,"debt_consolidation",20.01,0,1994-02-01,14,5339,48,0.264935064935065,1
6000,6000," 36 months",11.14,196.84,"3 years","RENT",53000,"debt_consolidation",5.87,0,1978-01-30,6,9815,7,0.113207547169811,1
4900,4900," 36 months",7.62,152.7,"10+ years","MORTGAGE",31872,"major_purchase",14.19,0,1997-08-13,20,12972,37,0.153739959839357,1
19000,19000," 36 months",11.55,627,"10+ years","MORTGAGE",76000,"credit_card",12.17,0,2001-03-14,10,22304,27,0.25,1
15000,15000," 60 months",24.89,439.31,"10+ years","MORTGAGE",92000,"debt_consolidation",12.35,0,1992-07-30,12,16318,23,0.16304347826087,1
12000,12000," 36 months",12.12,399.26,"1 year","RENT",45000,"debt_consolidation",17.16,0,1990-05-04,9,12530,13,0.266666666666667,0
5500,5500," 36 months",16.29,194.16,"< 1 year","MORTGAGE",39002,"debt_consolidation",7.26,5,2005-03-22,6,424,39,0.141018409312343,0
11000,11000," 36 months",9.91,354.48,"3 years","RENT",40000,"credit_card",13.57,0,2003-07-30,16,9276,25,0.275,1
2400,2400," 36 months",6.62,73.69,"4 years","RENT",77000,"debt_consolidation",7.97,0,2007-03-21,7,4890,17,0.0311688311688312,1
11450,11450," 36 months",7.62,356.8,"5 years","RENT",52000,"debt_consolidation",10.45,0,2003-06-28,13,8384,24,0.220192307692308,1
19400,19400," 36 months",18.49,706.14,"9 years","MORTGAGE",95000,"credit_card",21.57,0,1997-12-21,20,28813,37,0.204210526315789,1
10000,10000," 36 months",15.31,348.18,"6 years","MORTGAGE",55000,"debt_consolidation",24,0,2002-07-28,13,14631,23,0.181818181818182,0
18000,18000," 36 months",12.12,598.89,"2 years","MORTGAGE",75000,"debt_consolidation",20.08,0,2001-12-28,10,33627,15,0.24,1
8000,8000," 36 months",14.47,275.26,"8 years","MORTGAGE",86517.46,"debt_consolidation",9.85,1,2001-09-17,5,34410,13,0.092466884718992,1
4950,4950," 36 months",21.6,188.02,"10+ years","MORTGAGE",17500,"other",17.9,0,2002-11-20,12,2861,20,0.282857142857143,0
15600,15600," 36 months",13.11,526.46,"6 years","RENT",40000,"debt_consolidation",20.34,0,2005-08-24,9,6415,14,0.39,0
3600,3600," 36 months",14.33,123.62,"3 years","RENT",70000,"house",10.89,0,2002-12-06,7,10010,22,0.0514285714285714,1
19200,19200," 60 months",20.3,511.9,"10+ years","MORTGAGE",150000,"debt_consolidation",6.18,0,2000-04-22,10,17541,19,0.128,0
20000,20000," 36 months",6.03,608.72,"7 years","MORTGAGE",97000,"home_improvement",5.51,0,2000-01-10,4,202,18,0.206185567010309,1
21000,21000," 36 months",6.62,644.78,"10+ years","MORTGAGE",120328,"credit_card",23.97,0,1991-02-25,12,62398,26,0.174522970547171,1
15850,15850," 36 months",14.09,542.41,"6 years","RENT",40000,"credit_card",26.4,0,2001-02-04,11,15887,19,0.39625,1
8875,8875," 36 months",14.09,303.72,"2 years","MORTGAGE",70000,"debt_consolidation",6.12,0,2004-02-11,9,3697,11,0.126785714285714,0
4000,4000," 36 months",9.71,128.53,"7 years","MORTGAGE",50000,"home_improvement",21.34,0,2002-11-12,16,14218,34,0.08,1
3900,3900," 36 months",10.16,126.14,"3 years","RENT",31000,"credit_card",23.38,0,2004-08-31,7,7974,16,0.125806451612903,1
35000,35000," 60 months",20.31,933.34,"1 year","MORTGAGE",155000,"debt_consolidation",15,0,2002-07-27,12,18744,30,0.225806451612903,1
4800,4800," 36 months",14.33,164.83,"10+ years","RENT",33000,"debt_consolidation",23.89,0,1985-08-12,16,14465,49,0.145454545454545,0
25000,25000," 36 months",13.11,843.68,"10+ years","RENT",77890,"debt_consolidation",12.9,0,2000-01-15,14,22585,20,0.320965464116061,1
10000,10000," 36 months",13.67,340.18,"3 years","RENT",55000,"credit_card",10.43,0,2000-05-24,6,8471,10,0.181818181818182,1
24000,24000," 36 months",6.03,730.46,"5 years","MORTGAGE",120000,"debt_consolidation",8.42,0,2001-02-07,12,23801,23,0.2,1
4000,4000," 36 months",18.49,145.6,"3 years","MORTGAGE",60000,"moving",23.79,0,2000-06-20,12,20530,28,0.0666666666666667,1
24575,24575," 60 months",23.4,698.45,"10+ years","MORTGAGE",56000,"debt_consolidation",24.06,1,2001-03-26,19,19906,35,0.438839285714286,1
24925,24925," 36 months",12.69,836.11,"10+ years","MORTGAGE",60000,"credit_card",22.94,1,1999-10-19,12,37548,30,0.415416666666667,1
25000,25000," 36 months",13.49,848.27,"10+ years","RENT",80397,"debt_consolidation",16.16,0,1998-08-20,7,32284,23,0.310956876500367,1
15000,15000," 36 months",13.11,506.21,"7 years","RENT",101000,"credit_card",7.53,2,1984-07-31,15,17745,36,0.148514851485149,1
12000,12000," 36 months",6.62,368.45,"< 1 year","MORTGAGE",84000,"major_purchase",22.66,0,1993-07-19,8,5355,25,0.142857142857143,1
20375,20375," 60 months",21.98,562.51,"9 years","MORTGAGE",85000,"wedding",17.65,0,2005-01-10,8,4703,22,0.239705882352941,0
13475,13475," 36 months",12.12,448.34,"7 years","MORTGAGE",68000,"debt_consolidation",28.27,0,2002-08-04,12,7722,24,0.198161764705882,0
8975,8975," 36 months",15.31,312.49,"6 years","RENT",50000,"debt_consolidation",23.3,0,2002-06-14,7,7503,18,0.1795,1
12000,12000," 36 months",14.09,410.66,"1 year","RENT",52000,"debt_consolidation",33.23,0,1995-11-07,15,18835,26,0.230769230769231,0
10400,10400," 36 months",13.67,353.79,"2 years","MORTGAGE",57600,"home_improvement",16.28,1,2003-05-24,14,18531,26,0.180555555555556,1
35000,35000," 60 months",21.98,966.27,"9 years","MORTGAGE",225000,"debt_consolidation",3.62,0,1984-12-03,11,27954,36,0.155555555555556,1
7200,7200," 36 months",13.68,244.97,"9 years","MORTGAGE",65000,"debt_consolidation",15.62,0,2000-01-04,13,14002,40,0.110769230769231,1
6000,6000," 36 months",17.27,214.73,"5 years","RENT",66000,"debt_consolidation",15.21,0,2007-05-06,12,14659,17,0.0909090909090909,1
4875,4875," 36 months",19.05,178.83,"5 years","RENT",55000,"debt_consolidation",8.92,0,2003-11-05,4,3054,16,0.0886363636363636,1
4000,4000," 36 months",15.81,140.26,"6 years","RENT",50000,"debt_consolidation",19.27,0,2004-06-16,7,3850,16,0.08,1
4250,4250," 36 months",15.81,149.02,"10+ years","RENT",96000,"debt_consolidation",19.54,0,1997-01-26,7,9860,25,0.0442708333333333,1
14000,14000," 36 months",6.62,429.86,"5 years","MORTGAGE",113000,"small_business",1.32,0,1989-12-04,15,1540,36,0.123893805309735,1
2750,2750," 36 months",14.09,94.11,"3 years","RENT",23000,"debt_consolidation",33.91,0,2003-12-12,6,15333,18,0.119565217391304,0
10000,10000," 36 months",15.1,347.15,"10+ years","MORTGAGE",83000,"debt_consolidation",4.5,3,1979-03-14,7,3263,27,0.120481927710843,1
16000,16000," 36 months",12.12,532.35,"1 year","MORTGAGE",1e+05,"debt_consolidation",2.04,0,1988-11-08,11,6369,29,0.16,1
11000,11000," 36 months",12.12,365.99,"1 year","MORTGAGE",82000,"debt_consolidation",3.37,0,1996-10-12,2,7657,7,0.134146341463415,1
18000,18000," 36 months",14.27,617.57,"10+ years","RENT",63700,"debt_consolidation",17.22,0,2004-12-27,8,12828,11,0.282574568288854,1
16000,16000," 60 months",10.16,341.22,"n/a","OWN",37000,"debt_consolidation",24.71,0,1975-02-04,17,7326,27,0.432432432432432,1
12000,12000," 36 months",13.11,404.97,"5 years","OWN",52000,"debt_consolidation",12.91,0,1994-05-28,9,17824,17,0.230769230769231,1
5500,5500," 36 months",6.03,167.4,"n/a","MORTGAGE",43500,"major_purchase",18.52,0,1976-10-20,13,6361,27,0.126436781609195,1
13600,13600," 36 months",6.03,413.93,"< 1 year","RENT",55000,"credit_card",26.24,0,2000-11-06,8,16420,20,0.247272727272727,1
23000,23000," 36 months",14.3,789.45,"5 years","MORTGAGE",130000,"credit_card",16.49,0,1995-06-15,23,32591,48,0.176923076923077,1
16000,16000," 36 months",17.56,574.92,"10+ years","MORTGAGE",65000,"debt_consolidation",24.06,0,2001-09-17,9,12014,30,0.246153846153846,1
2600,2600," 36 months",19.72,96.26,"8 years","RENT",33000,"other",25.89,0,2004-06-28,6,5816,10,0.0787878787878788,0
10750,10750," 36 months",11.14,352.66,"n/a","MORTGAGE",32400,"debt_consolidation",12.3,0,1998-08-18,8,9940,13,0.33179012345679,0
33950,33950," 60 months",19.72,894.19,"8 years","RENT",76400,"debt_consolidation",22.9,0,1992-11-29,9,25789,28,0.444371727748691,1
8725,8725," 36 months",14.09,298.59,"2 years","RENT",25000,"debt_consolidation",12.72,0,2006-08-04,5,5319,11,0.349,1
10000,10000," 60 months",13.99,232.64,"6 years","RENT",39000,"debt_consolidation",14.52,0,2004-01-24,9,6167,16,0.256410256410256,0
20000,20000," 36 months",16.29,706.01,"10+ years","MORTGAGE",70000,"debt_consolidation",21.4,0,2002-01-07,15,24145,28,0.285714285714286,1
11875,11875," 36 months",19.05,435.6,"6 years","RENT",35000,"debt_consolidation",10.59,0,2006-06-24,5,12486,13,0.339285714285714,1
8000,8000," 36 months",8.9,254.03,"2 years","MORTGAGE",60000,"debt_consolidation",2.24,0,2003-01-01,7,7344,21,0.133333333333333,1
10400,10400," 36 months",17.27,372.19,"5 years","RENT",67000,"major_purchase",21.57,0,2003-09-26,8,16647,16,0.155223880597015,1
14000,14000," 36 months",11.14,459.28,"10+ years","MORTGAGE",54000,"debt_consolidation",20.58,0,1999-06-10,9,18310,22,0.259259259259259,1
4600,4600," 36 months",17.27,164.63,"1 year","RENT",43000,"credit_card",14.32,0,2005-05-09,7,16406,11,0.106976744186047,1
16000,16000," 36 months",16.29,564.81,"10+ years","MORTGAGE",75000,"debt_consolidation",19.07,0,1998-12-05,12,16775,23,0.213333333333333,1
4000,4000," 36 months",15.22,139.1,"1 year","RENT",75000,"moving",5.97,1,1993-12-05,7,2582,12,0.0533333333333333,1
4000,4000," 36 months",17.27,143.15,"5 years","MORTGAGE",48000,"credit_card",21.48,1,1999-09-03,10,9425,23,0.0833333333333333,0
7750,7750," 36 months",18.25,281.16,"8 years","RENT",68000,"major_purchase",13.61,0,2004-05-03,4,9888,8,0.113970588235294,1
10000,10000," 36 months",10.74,326.16,"< 1 year","RENT",63000,"debt_consolidation",5.56,0,2006-08-19,14,7397,18,0.158730158730159,1
13375,13375," 36 months",15.8,468.91,"2 years","MORTGAGE",41000,"debt_consolidation",31.2,2,1998-06-26,12,18353,27,0.326219512195122,0
13250,13250," 36 months",7.9,414.6,"3 years","MORTGAGE",42000,"debt_consolidation",16.37,0,2002-11-14,12,8805,21,0.31547619047619,1
30000,30000," 60 months",20.49,803.02,"10+ years","OWN",115000,"debt_consolidation",6.61,0,1990-02-24,6,21756,32,0.260869565217391,1
8000,8000," 36 months",11.14,262.45,"1 year","RENT",46000,"debt_consolidation",14.14,0,2006-01-02,14,7058,20,0.173913043478261,1
26000,26000," 36 months",14.33,892.8,"10+ years","MORTGAGE",80500,"debt_consolidation",13.04,2,1990-06-03,6,13983,31,0.322981366459627,1
3000,3000," 36 months",8.9,95.26,"10+ years","RENT",53000,"credit_card",10.62,0,1999-11-16,13,6130,14,0.0566037735849057,1
10000,10000," 36 months",12.12,332.72,"10+ years","RENT",35000,"credit_card",27.87,0,2004-05-08,8,12930,13,0.285714285714286,1
5400,5400," 36 months",18.25,195.91,"1 year","RENT",51996,"car",3.42,0,2006-04-16,12,5128,15,0.103854142626356,1
8000,8000," 36 months",18.49,291.19,"10+ years","RENT",110000,"debt_consolidation",16.53,1,1995-01-11,12,13189,27,0.0727272727272727,1
5000,5000," 36 months",13.11,168.74,"4 years","RENT",38000,"debt_consolidation",4.74,0,1992-12-26,7,3621,11,0.131578947368421,0
10000,10000," 36 months",15.31,348.18,"10+ years","MORTGAGE",109000,"credit_card",9.38,2,1995-04-29,10,9064,26,0.0917431192660551,1
16800,16800," 60 months",24.5,488.19,"2 years","RENT",70000,"debt_consolidation",14.49,0,2003-09-12,7,17460,12,0.24,1
17000,17000," 60 months",12.12,379.19,"10+ years","RENT",50000,"debt_consolidation",6.05,0,2003-11-17,8,6551,15,0.34,1
12000,12000," 36 months",14.33,412.06,"5 years","RENT",70000,"debt_consolidation",11.04,0,1999-02-13,8,12514,16,0.171428571428571,1
16000,16000," 36 months",10.74,521.86,"< 1 year","RENT",65000,"debt_consolidation",23.82,0,1997-09-28,16,31372,31,0.246153846153846,0
15000,15000," 36 months",12.12,499.08,"2 years","MORTGAGE",110000,"debt_consolidation",22.41,0,1998-11-28,14,37361,39,0.136363636363636,1
8000,8000," 36 months",10.99,261.88,"10+ years","MORTGAGE",79200,"debt_consolidation",28.57,1,2001-07-22,22,10684,40,0.101010101010101,1
8575,8575," 36 months",10.16,277.34,"5 years","OWN",25000,"debt_consolidation",8.86,0,2000-07-20,15,8412,42,0.343,1
9600,9600," 36 months",12.12,319.41,"10+ years","OWN",48000,"home_improvement",20.39,0,1991-11-03,5,35330,8,0.2,1
7000,7000," 36 months",12.12,232.91,"10+ years","RENT",35000,"debt_consolidation",33.19,0,1995-11-22,16,22829,26,0.2,1
2400,2400," 36 months",13.67,81.65,"n/a","RENT",53038,"debt_consolidation",17.27,0,1993-01-02,13,26085,36,0.0452505750593914,1
5000,5000," 36 months",9.99,161.32,"10+ years","RENT",42000,"credit_card",27.63,0,1998-08-22,10,10546,23,0.119047619047619,1
16000,16000," 36 months",16.29,564.81,"2 years","RENT",75000,"debt_consolidation",18.13,0,2001-11-21,6,2883,16,0.213333333333333,1
35000,35000," 60 months",21.98,966.27,"2 years","RENT",130000,"car",6.89,0,1997-07-07,4,17664,14,0.269230769230769,1
10000,10000," 36 months",10.74,326.16,"10+ years","MORTGAGE",90000,"debt_consolidation",10.77,0,2003-11-08,7,1550,26,0.111111111111111,1
9000,9000," 36 months",14.33,309.05,"3 years","RENT",60000,"debt_consolidation",5.14,0,1999-04-27,11,10127,25,0.15,1
6850,6850," 36 months",13.11,231.17,"4 years","MORTGAGE",75000,"debt_consolidation",19.9,0,1998-03-21,21,27642,45,0.0913333333333333,1
17625,17625," 60 months",18.25,449.96,"7 years","MORTGAGE",52000,"credit_card",26.61,0,2000-05-18,17,16602,43,0.338942307692308,1
18000,18000," 36 months",14.09,615.99,"10+ years","MORTGAGE",59000,"debt_consolidation",29.09,0,1996-02-22,7,16614,28,0.305084745762712,1
6000,6000," 36 months",6.62,184.23,"4 years","MORTGAGE",65000,"debt_consolidation",17.56,0,2004-05-02,12,4240,23,0.0923076923076923,1
10000,10000," 36 months",14.09,342.22,"9 years","RENT",35000,"debt_consolidation",10.63,0,2006-11-12,8,9324,9,0.285714285714286,0
11500,11500," 36 months",10.16,371.94,"9 years","RENT",35000,"debt_consolidation",10.01,0,2001-05-08,9,4945,18,0.328571428571429,1
12000,12000," 36 months",14.33,412.06,"7 years","MORTGAGE",1e+05,"debt_consolidation",18.19,1,2001-10-14,11,9677,25,0.12,1
5000,5000," 36 months",17.76,180.17,"10+ years","MORTGAGE",158000,"debt_consolidation",15.95,3,1985-04-07,26,23033,42,0.0316455696202532,1
4000,4000," 36 months",19.05,146.73,"10+ years","MORTGAGE",46000,"other",8.32,0,1995-10-28,8,10381,19,0.0869565217391304,1
17475,17475," 36 months",13.11,589.73,"3 years","RENT",84000,"credit_card",8.45,0,1988-10-27,11,20604,19,0.208035714285714,1
14300,14300," 36 months",8.9,454.08,"4 years","MORTGAGE",62000,"small_business",9.21,0,2006-01-31,13,6472,18,0.230645161290323,0
25000,25000," 60 months",12.12,557.63,"10+ years","MORTGAGE",75000,"debt_consolidation",29.44,0,1985-09-14,9,29825,42,0.333333333333333,1
6000,6000," 36 months",10.16,194.06,"2 years","RENT",110000,"debt_consolidation",5.12,0,1997-09-10,11,4072,39,0.0545454545454545,1
25000,25000," 36 months",17.77,900.93,"5 years","RENT",75000,"debt_consolidation",13.82,0,1997-12-24,18,27318,22,0.333333333333333,1
5000,5000," 36 months",17.27,178.94,"2 years","MORTGAGE",45000,"medical",3.47,0,1982-04-04,7,2862,8,0.111111111111111,1
10400,10400," 36 months",18.49,378.55,"1 year","OWN",132000,"debt_consolidation",19.95,0,1997-09-06,20,13750,57,0.0787878787878788,0
4500,4500," 36 months",8.9,142.89,"3 years","OWN",54000,"credit_card",24.44,0,2002-03-09,11,23210,22,0.0833333333333333,1
1600,1600," 36 months",7.9,50.07,"4 years","RENT",20832,"debt_consolidation",23.16,0,2005-10-08,3,1464,5,0.0768049155145929,1
31825,31825," 60 months",24.83,930.94,"8 years","MORTGAGE",80640,"debt_consolidation",31.88,0,1996-09-14,16,35681,34,0.394655257936508,0
3000,3000," 36 months",11.71,99.23,"10+ years","MORTGAGE",30000,"debt_consolidation",4.8,0,1996-03-23,9,3345,16,0.1,1
16000,16000," 36 months",10.74,521.86,"10+ years","RENT",50000,"debt_consolidation",13.3,0,1994-08-09,5,9886,11,0.32,0
20000,20000," 36 months",14.3,686.48,"7 years","MORTGAGE",760000,"home_improvement",4.09,1,1993-08-20,11,59439,37,0.0263157894736842,1
7000,7000," 36 months",8.9,222.28,"7 years","RENT",38000,"debt_consolidation",20.18,0,1981-09-10,11,10576,39,0.184210526315789,1
6325,6325," 36 months",18.75,231.06,"10+ years","MORTGAGE",45000,"home_improvement",25.79,0,1994-08-15,11,5563,29,0.140555555555556,1
14425,14425," 36 months",11.14,473.22,"3 years","MORTGAGE",38000,"credit_card",30.73,0,2003-04-26,12,9073,19,0.379605263157895,1
18225,18225," 36 months",10.16,589.44,"9 years","RENT",52500,"small_business",25.21,0,2004-01-06,8,8065,12,0.347142857142857,1
7925,7925," 36 months",12.12,263.68,"10+ years","MORTGAGE",60000,"credit_card",20.18,0,1988-02-17,16,21922,43,0.132083333333333,1
20000,20000," 36 months",14.33,686.77,"< 1 year","MORTGAGE",96000,"other",7.35,2,1996-12-12,7,13776,28,0.208333333333333,1
3000,3000," 36 months",11.55,99,"10+ years","MORTGAGE",33000,"major_purchase",25.2,0,1990-01-06,7,4455,24,0.0909090909090909,1
2500,2500," 36 months",18.75,91.33,"2 years","RENT",24000,"debt_consolidation",18.55,0,2005-10-07,7,10098,14,0.104166666666667,0
28800,28800," 36 months",16.29,1016.66,"10+ years","RENT",67000,"debt_consolidation",8.27,1,2001-06-18,4,21228,17,0.429850746268657,1
23500,23500," 60 months",14.09,547.91,"6 years","RENT",70000,"debt_consolidation",26.07,0,1992-02-12,14,862,52,0.335714285714286,0
12000,12000," 36 months",13.11,404.97,"2 years","MORTGAGE",77000,"debt_consolidation",11.12,0,2006-03-20,12,9461,14,0.155844155844156,1
12000,12000," 36 months",6.03,365.23,"3 years","MORTGAGE",85000,"debt_consolidation",3.98,0,1997-02-18,8,18443,17,0.141176470588235,1
25000,25000," 36 months",14.33,858.46,"5 years","RENT",110000,"credit_card",12.45,0,2007-07-20,8,14149,11,0.227272727272727,1
9800,9800," 36 months",14.27,336.23,"10+ years","RENT",75000,"debt_consolidation",5.73,0,1999-05-12,4,1947,13,0.130666666666667,1
12000,12000," 36 months",15.31,417.81,"8 years","MORTGAGE",68000,"debt_consolidation",5.49,0,1994-08-22,8,9846,33,0.176470588235294,1
14000,14000," 36 months",12.12,465.81,"< 1 year","RENT",40000,"credit_card",4.71,0,2007-08-26,8,6635,12,0.35,0
17500,17500," 60 months",11.14,381.72,"10+ years","MORTGAGE",90000,"debt_consolidation",22.63,0,1998-03-04,11,42571,35,0.194444444444444,0
6000,6000," 36 months",7.9,187.75,"10+ years","MORTGAGE",72000,"home_improvement",5.05,0,1999-08-03,5,1112,14,0.0833333333333333,1
10000,10000," 36 months",10.74,326.16,"10+ years","RENT",50000,"debt_consolidation",3.46,0,1999-11-11,5,6972,20,0.2,1
10000,10000," 36 months",13.11,337.47,"2 years","RENT",67000,"credit_card",17.16,1,2002-05-24,6,11317,36,0.149253731343284,1
15000,15000," 60 months",16.24,366.69,"10+ years","MORTGAGE",70000,"other",13.15,0,2002-03-17,8,11683,21,0.214285714285714,1
12825,12825," 36 months",10.16,414.8,"7 years","OWN",36000,"other",9.03,0,1995-06-24,15,4349,26,0.35625,1
2400,2400," 36 months",12.12,79.86,"3 years","MORTGAGE",41800,"moving",21.36,0,2003-07-24,9,19418,31,0.0574162679425837,1
13000,13000," 60 months",17.1,323.79,"3 years","MORTGAGE",45000,"credit_card",21.09,0,2008-04-23,8,13258,14,0.288888888888889,1
16000,16000," 36 months",11.14,524.89,"5 years","MORTGAGE",1e+05,"debt_consolidation",20.81,0,2002-02-11,12,22600,15,0.16,1
6000,6000," 36 months",17.27,214.73,"10+ years","RENT",42000,"medical",22.54,0,2000-09-01,7,10427,10,0.142857142857143,1
4000,4000," 36 months",17.27,143.15,"< 1 year","MORTGAGE",32000,"home_improvement",19.76,1,1998-10-09,9,7264,25,0.125,1
8000,8000," 36 months",6.62,245.63,"6 years","MORTGAGE",72000,"home_improvement",23.58,0,1988-03-23,14,12447,56,0.111111111111111,1
